gene_id,tissue,logFC
RP11-239E10.2,Esophagus,0.00040117974
RP11-239E10.2,Fetal_Brain_Female,0.0021859624
RP11-239E10.2,Fetal_Intestine_Large,0.0030889388
RP11-239E10.2,Fetal_Intestine_Small,0.013916401
RP11-239E10.2,Pancreatic_Islets,-0.0026698338
RP11-239E10.2,Gastric,0.002304961
RP11-239E10.2,Left_Ventricle,-0.00083332456
RP11-239E10.2,Lung.1,-0.0004099789
RP11-239E10.2,Ovary.1,0.001105253
RP11-239E10.2,Pancreas.1,-0.00012890676
RP11-239E10.2,Psoas_Muscle,0.0015183236
RP11-239E10.2,Right_Atrium,0.0031701103
RP11-239E10.2,Right_Ventricle,0.0039410978
RP11-239E10.2,Sigmoid_Colon,0.002749788
RP11-239E10.2,Small_Intestine,-0.0011443103
RP11-239E10.2,Thymus,0.0011743354
RP11-239E10.2,Spleen.1,0.007847512
RP11-239E10.2,A549,-0.002002321
RP11-239E10.2,GM12878.1,0.010642321
RP11-239E10.2,HELA,-0.0025255387
RP11-239E10.2,HEPG2,0.0021073115
RP11-239E10.2,HMEC,0.00030162605
RP11-239E10.2,HSMM,3.2676667e-06
RP11-239E10.2,HUVEC,-0.00018205513
RP11-239E10.2,K562.1,-0.0024656714
RP11-239E10.2,NHEK,8.392509e-05
RP11-239E10.2,NHLF,-0.0009490544
PEX11B,Adipose_Subcutaneous,-0.00013105673
PEX11B,Adipose_Visceral_Omentum,-0.0011628133
PEX11B,Adrenal_Gland,-0.002913833
PEX11B,Artery_Aorta,-0.00052791135
PEX11B,Artery_Coronary,0.0010648675
PEX11B,Artery_Tibial,0.10285387
PEX11B,Bladder,0.0201829
PEX11B,Brain_Amygdala,-0.009094498
PEX11B,Brain_Anterior_cingulate_cortex_BA24,-0.0006457674
PEX11B,Brain_Caudate_basal_ganglia,-0.00023408738
PEX11B,Brain_Cerebellar_Hemisphere,-0.005142579
PEX11B,Brain_Cerebellum,0.011428778
PEX11B,Brain_Cortex,-0.011111223
PEX11B,Brain_Frontal_Cortex_BA9,1.547843e-06
PEX11B,Brain_Hippocampus,0.001761746
PEX11B,Brain_Hypothalamus,0.00040582198
PEX11B,Brain_Nucleus_accumbens_basal_ganglia,0.013395433
PEX11B,Brain_Putamen_basal_ganglia,5.5721302e-05
PEX11B,Brain_Spinal_cord_cervical_c1,0.0003293092
PEX11B,Brain_Substantia_nigra,0.00069137657
PEX11B,Breast_Mammary_Tissue,-0.004060199
PEX11B,Cells_EBV-transformed_lymphocytes,-0.0030905686
PEX11B,Cells_Transformed_fibroblasts,0.0012454765
PEX11B,Cervix_Ectocervix,-0.009687645
PEX11B,Cervix_Endocervix,0.0033911208
PEX11B,Colon_Sigmoid,0.007163665
PEX11B,Colon_Transverse,0.014070884
PEX11B,Esophagus_Gastroesophageal_Junction,0.003789472
PEX11B,Esophagus_Mucosa,-0.004028465
PEX11B,Esophagus_Muscularis,0.0014253758
PEX11B,Fallopian_Tube,-0.00029283017
PEX11B,Heart_Atrial_Appendage,0.0033130504
PEX11B,Heart_Left_Ventricle,0.0019103219
PEX11B,Kidney_Cortex,-0.00014877267
PEX11B,Liver,0.00029904683
PEX11B,Lung,0.0067799385
PEX11B,Minor_Salivary_Gland,0.0009651877
PEX11B,Muscle_Skeletal,0.00957186
PEX11B,Nerve_Tibial,-0.00091411936
PEX11B,Ovary,-0.016829716
PEX11B,Pancreas,0.0034621528
PEX11B,Pituitary,-0.0032462964
PEX11B,Prostate,0.0017589977
PEX11B,Skin_Not_Sun_Exposed_Suprapubic,-0.0029959506
PEX11B,Skin_Sun_Exposed_Lower_leg,0.00209924
PEX11B,Small_Intestine_Terminal_Ileum,0.00067865587
PEX11B,Spleen,0.0012171236
PEX11B,Stomach,0.010224341
PEX11B,Testis,0.00197782
PEX11B,Thyroid,-0.0064860936
PEX11B,Uterus,-0.0138260275
PEX11B,Vagina,0.0029387681
PEX11B,Whole_Blood,0.0017687887
PEX11B,cardiac ventricle fibroblast,-0.0027866587
PEX11B,hair follicular keratinocyte,0.0067867856
PEX11B,airway epithelial cell,-0.003277065
PEX11B,epithelial cell of proximal tubule,-0.0067789475
PEX11B,pericardium fibroblast,-0.025684936
PEX11B,mesangial cell,0.002037415
PEX11B,bronchial fibroblast,-0.0068562743
PEX11B,glomerular endothelial cell,0.0005956249
PEX11B,kidney epithelial cell,0.00077182363
PEX11B,mammary microvascular endothelial cell,-0.0013017218
PEX11B,epithelial cell of alveolus of lung,0.00028924583
PEX11B,myometrial cell,-0.003066612
PEX11B,cardiac atrium fibroblast,-0.011013912
PEX11B,endometrial microvascular endothelial cell,-0.0015067527
PEX11B,smooth muscle cell,0.0054766983
PEX11B,hepatocyte,0.00091482955
PEX11B,neural progenitor cell,0.002202276
PEX11B,HT1080,-0.0011616084
PEX11B,SK-N-DZ,-0.00048145978
PEX11B,SK-MEL-5,-0.000491094
PEX11B,NCI-H460,0.0036532695
PEX11B,astrocyte,-0.0016792696
PEX11B,LHCN-M2,0.003830639
PEX11B,K562,-0.0035632337
PEX11B,HepG2,0.0048176083
PEX11B,MCF-7,0.0005179188
PEX11B,bipolar spindle neuron,-0.00028388528
PEX11B,skeletal muscle myoblast,-0.0009896696
PEX11B,myotube,0.0006843286
PEX11B,H7-hESC,-0.002592128
PEX11B,RPMI-7951,0.00055006763
PEX11B,M059J,-0.0016011868
PEX11B,H4,0.00025382405
PEX11B,MG63,-0.0014060412
PEX11B,G401,-0.0040206183
PEX11B,Caki2,0.0021802955
PEX11B,SJSA1,-0.004272781
PEX11B,Daoy,0.0036191312
PEX11B,A172,0.0006403213
PEX11B,induced pluripotent stem cell,0.0002629375
PEX11B,fibroblast of arm,-0.049339723
PEX11B,A375,-0.0076962495
PEX11B,HT-29,0.0024004276
PEX11B,PC-3,-0.00036679962
PEX11B,Karpas-422,0.0022683868
PEX11B,Oci-Ly-7,0.0021674163
PEX11B,SJCRH30,-0.00073584344
PEX11B,neural cell,-0.0015424768
PEX11B,umbilical cord,0.0026792362
PEX11B,pericyte cell,0.00049023924
PEX11B,melanocyte of skin,-0.0014591506
PEX11B,placental epithelial cell,0.0005552251
PEX11B,hair follicle dermal papilla cell,0.0012215914
PEX11B,hematopoietic multipotent progenitor cell,0.0024359683
PEX11B,vein endothelial cell,0.0009650158
PEX11B,osteoblast,0.022930749
PEX11B,articular chondrocyte of knee joint,-0.00206725
PEX11B,thoracic aorta endothelial cell,-0.0007915953
PEX11B,fibroblast of the aortic adventitia,-0.0012700488
PEX11B,skeletal muscle satellite cell,0.0002321579
PEX11B,fibroblast of dermis,0.00045293118
PEX11B,mammary epithelial cell,-0.0007343808
PEX11B,subcutaneous preadipocyte,-0.025673818
PEX11B,fibroblast of villous mesenchyme,0.00031314642
PEX11B,endothelial cell of umbilical vein,-0.00048085762
PEX11B,fibroblast of lung,0.0019554927
PEX11B,keratinocyte,-0.0026537238
PEX11B,stomach,0.004773556
PEX11B,dermis microvascular lymphatic vessel endothelial cell,-0.002340087
PEX11B,tongue,-0.0062538395
PEX11B,lung microvascular endothelial cell,-0.00048696506
PEX11B,liver,0.002583273
PEX11B,smooth muscle cell of the coronary artery,0.0019280125
PEX11B,aortic smooth muscle cell,0.0037150255
PEX11B,cerebellum,0.00038415808
PEX11B,occipital lobe,-0.0009872601
PEX11B,lung,-0.0027708057
PEX11B,metanephros,0.002294315
PEX11B,bronchial smooth muscle cell,0.0019254362
PEX11B,spinal cord,0.059320364
PEX11B,parietal lobe,0.0019190813
PEX11B,diencephalon,0.013686947
PEX11B,bronchial epithelial cell,0.0025798394
PEX11B,human nasal epithelial cells,0.016452113
PEX11B,pulmonary artery endothelial cell,0.0035115643
PEX11B,regular cardiac myocyte,0.0041237483
PEX11B,endothelial cell of coronary artery,0.0041666203
PEX11B,skeletal muscle tissue,0.0054664183
PEX11B,skin of body,-0.009542733
PEX11B,frontal cortex,0.009593044
PEX11B,camera-type eye,-0.0021020407
PEX11B,dermis lymphatic vessel endothelial cell,0.004148786
PEX11B,smooth muscle cell of the umbilical artery,0.0072019976
PEX11B,tracheal epithelial cell,-0.0012187538
PEX11B,smooth muscle cell of trachea,0.0007709642
PEX11B,renal cortical epithelial cell,-0.010582285
PEX11B,dermis blood vessel endothelial cell,0.021594923
PEX11B,heart,0.0045553283
PEX11B,thyroid gland,0.0010430416
PEX11B,urinary bladder,0.0005363142
PEX11B,temporal lobe,0.0052798255
PEX11B,uterine smooth muscle cell,-0.0113458205
PEX11B,epithelial cell of umbilical artery,-0.0010637608
PEX11B,smooth muscle cell of the pulmonary artery,0.0027195765
PEX11B,smooth muscle cell of bladder,0.004239843
PEX11B,bladder microvascular endothelial cell,0.0026800944
PEX11B,uterus,-0.0012809794
PEX11B,GM12878,-0.007062355
PEX11B,Universal_Human_Reference,0.0032821642
PEX11B,H1_Cell_Line,0.0051492476
PEX11B,H1_BMP4_Derived_Mesendoderm_Cultured_Cells,0.00447012
PEX11B,H1_BMP4_Derived_Trophoblast_Cultured_Cells,-0.0015311999
PEX11B,H1_Derived_Mesenchymal_Stem_Cells,0.0047319015
PEX11B,H1_Derived_Neuronal_Progenitor_Cultured_Cells,-0.0023609307
PEX11B,hESC_Derived_CD184+_Endoderm_Cultured_Cells,-0.006430985
PEX11B,hESC_Derived_CD56+_Ectoderm_Cultured_Cells,-0.0029643266
PEX11B,hESC_Derived_CD56+_Mesoderm_Cultured_Cells,0.00822326
PEX11B,HUES64_Cell_Line,-0.0012001641
PEX11B,4star,-0.0049678353
PEX11B,Breast_Myoepithelial_Cells,-0.0015617595
PEX11B,Breast_vHMEC,-0.006248312
PEX11B,CD4_Memory_Primary_Cells,-0.015289676
PEX11B,CD4_Naive_Primary_Cells,-0.0019485889
PEX11B,CD8_Naive_Primary_Cells,0.0019800528
PEX11B,Mobilized_CD34_Primary_Cells_Female,0.02535284
PEX11B,Neurosphere_Cultured_Cells_Cortex_Derived,-0.001964605
PEX11B,Neurosphere_Cultured_Cells_Ganglionic_Eminence_Derived,-0.0018878843
PEX11B,Penis_Foreskin_Fibroblast_Primary_Cells_skin01,0.00033446748
PEX11B,Penis_Foreskin_Fibroblast_Primary_Cells_skin02,4.9874884e-06
PEX11B,Penis_Foreskin_Keratinocyte_Primary_Cells_skin02,0.02926734
PEX11B,Penis_Foreskin_Keratinocyte_Primary_Cells_skin03,-0.0014113778
PEX11B,Penis_Foreskin_Melanocyte_Primary_Cells_skin01,0.004383192
PEX11B,Penis_Foreskin_Melanocyte_Primary_Cells_skin03,-0.0011489575
PEX11B,Peripheral_Blood_Mononuclear_Primary_Cells,-0.0007402312
PEX11B,Aorta,-0.004042349
PEX11B,Adult_Liver,-0.00078187295
PEX11B,Brain_Germinal_Matrix,-0.0015322329
PEX11B,Brain_Hippocampus_Middle,-0.0048585986
PEX11B,Esophagus,0.001794726
PEX11B,Fetal_Brain_Female,0.0074778264
PEX11B,Fetal_Intestine_Large,-0.0046570594
PEX11B,Fetal_Intestine_Small,0.013457455
PEX11B,Pancreatic_Islets,0.0013215971
PEX11B,Gastric,0.0050337394
PEX11B,Left_Ventricle,-3.6976317e-06
PEX11B,Lung.1,-0.00027734868
PEX11B,Ovary.1,0.0048083523
PEX11B,Pancreas.1,0.0007047847
PEX11B,Psoas_Muscle,0.0091653615
PEX11B,Right_Atrium,-0.0047659357
PEX11B,Right_Ventricle,0.0020774298
PEX11B,Sigmoid_Colon,0.0014858526
PEX11B,Small_Intestine,0.0036558427
PEX11B,Thymus,0.0072011417
PEX11B,Spleen.1,-0.018108144
PEX11B,A549,0.0067023933
PEX11B,GM12878.1,-0.012370193
PEX11B,HELA,0.0031817795
PEX11B,HEPG2,-0.0021379518
PEX11B,HMEC,-0.0011232259
PEX11B,HSMM,0.0003385941
PEX11B,HUVEC,-0.0013744519
PEX11B,K562.1,0.0023846314
PEX11B,NHEK,0.0024890203
PEX11B,NHLF,0.0032466443
RP11-569A11.2,Adipose_Subcutaneous,0.00079279416
RP11-569A11.2,Adipose_Visceral_Omentum,0.002927097
RP11-569A11.2,Adrenal_Gland,-0.00067983556
RP11-569A11.2,Artery_Aorta,-1.4360623e-05
RP11-569A11.2,Artery_Coronary,-0.0059562568
RP11-569A11.2,Artery_Tibial,-0.021429703
RP11-569A11.2,Bladder,-0.01287107
RP11-569A11.2,Brain_Amygdala,-0.015639521
RP11-569A11.2,Brain_Anterior_cingulate_cortex_BA24,-1.5478447e-06
RP11-569A11.2,Brain_Caudate_basal_ganglia,-0.00014430066
RP11-569A11.2,Brain_Cerebellar_Hemisphere,-0.00042769825
RP11-569A11.2,Brain_Cerebellum,8.51289e-05
RP11-569A11.2,Brain_Cortex,0.0032753006
RP11-569A11.2,Brain_Frontal_Cortex_BA9,0.0020918555
RP11-569A11.2,Brain_Hippocampus,-0.00050941657
RP11-569A11.2,Brain_Hypothalamus,-0.00073274615
RP11-569A11.2,Brain_Nucleus_accumbens_basal_ganglia,-0.0082307905
RP11-569A11.2,Brain_Putamen_basal_ganglia,0.00049814774
RP11-569A11.2,Brain_Spinal_cord_cervical_c1,0.00050846307
RP11-569A11.2,Brain_Substantia_nigra,-0.0036278882
RP11-569A11.2,Breast_Mammary_Tissue,0.0026146893
RP11-569A11.2,Cells_EBV-transformed_lymphocytes,0.00016612568
RP11-569A11.2,Cells_Transformed_fibroblasts,-0.002073106
RP11-569A11.2,Cervix_Ectocervix,0.002966229
RP11-569A11.2,Cervix_Endocervix,0.0034238922
RP11-569A11.2,Colon_Sigmoid,0.0005995789
RP11-569A11.2,Colon_Transverse,0.0005311566
RP11-569A11.2,Esophagus_Gastroesophageal_Junction,-0.0024700644
RP11-569A11.2,Esophagus_Mucosa,0.0022979209
RP11-569A11.2,Esophagus_Muscularis,-0.00049100805
RP11-569A11.2,Fallopian_Tube,-0.0025906635
RP11-569A11.2,Heart_Atrial_Appendage,0.0008070608
RP11-569A11.2,Heart_Left_Ventricle,-0.010351363
RP11-569A11.2,Kidney_Cortex,-0.0010703009
RP11-569A11.2,Liver,-0.0010216807
RP11-569A11.2,Lung,-0.0010346746
RP11-569A11.2,Minor_Salivary_Gland,-0.00025455677
RP11-569A11.2,Muscle_Skeletal,0.0020884208
RP11-569A11.2,Nerve_Tibial,-0.00081233075
RP11-569A11.2,Ovary,-0.0027206636
RP11-569A11.2,Pancreas,0.000840922
RP11-569A11.2,Pituitary,0.00024058367
RP11-569A11.2,Prostate,-0.0009857112
RP11-569A11.2,Skin_Not_Sun_Exposed_Suprapubic,0.000431268
RP11-569A11.2,Skin_Sun_Exposed_Lower_leg,-0.0021852318
RP11-569A11.2,Small_Intestine_Terminal_Ileum,-0.0022468963
RP11-569A11.2,Spleen,-0.0014054386
RP11-569A11.2,Stomach,0.0071258442
RP11-569A11.2,Testis,0.0072213346
RP11-569A11.2,Thyroid,-0.004061665
RP11-569A11.2,Uterus,0.001604909
RP11-569A11.2,Vagina,0.010354973
RP11-569A11.2,Whole_Blood,-0.0012304585
RP11-569A11.2,cardiac ventricle fibroblast,-0.00025275064
RP11-569A11.2,hair follicular keratinocyte,-0.0034131603
RP11-569A11.2,airway epithelial cell,-0.0004662343
RP11-569A11.2,epithelial cell of proximal tubule,0.0022045083
RP11-569A11.2,pericardium fibroblast,-0.0026948177
RP11-569A11.2,mesangial cell,-0.0051166895
RP11-569A11.2,bronchial fibroblast,9.114793e-05
RP11-569A11.2,glomerular endothelial cell,0.00090348587
RP11-569A11.2,kidney epithelial cell,-0.0021643045
RP11-569A11.2,mammary microvascular endothelial cell,-0.0021343348
RP11-569A11.2,epithelial cell of alveolus of lung,0.00024849354
RP11-569A11.2,myometrial cell,0.0028883072
RP11-569A11.2,cardiac atrium fibroblast,-0.0048756828
RP11-569A11.2,endometrial microvascular endothelial cell,-0.0039054179
RP11-569A11.2,smooth muscle cell,-0.00052808336
RP11-569A11.2,hepatocyte,-0.00075631996
RP11-569A11.2,neural progenitor cell,0.0005213572
RP11-569A11.2,HT1080,-0.0005380621
RP11-569A11.2,SK-N-DZ,0.00041424672
RP11-569A11.2,SK-MEL-5,-0.0019511721
RP11-569A11.2,NCI-H460,-0.0011968936
RP11-569A11.2,astrocyte,0.00026775213
RP11-569A11.2,LHCN-M2,0.00071527046
RP11-569A11.2,K562,0.0003753893
RP11-569A11.2,HepG2,0.0035261472
RP11-569A11.2,MCF-7,-0.0012253807
RP11-569A11.2,bipolar spindle neuron,-0.00012434882
RP11-569A11.2,skeletal muscle myoblast,0.00065923086
RP11-569A11.2,myotube,-0.0030571327
RP11-569A11.2,H7-hESC,0.0016226034
RP11-569A11.2,RPMI-7951,0.00019621885
RP11-569A11.2,M059J,-0.00529732
RP11-569A11.2,H4,0.000601298
RP11-569A11.2,MG63,0.0011375606
RP11-569A11.2,G401,0.0032447567
RP11-569A11.2,Caki2,0.00021203903
RP11-569A11.2,SJSA1,0.006533252
RP11-569A11.2,Daoy,-0.00044120295
RP11-569A11.2,A172,-0.00047062128
RP11-569A11.2,induced pluripotent stem cell,-0.0012990537
RP11-569A11.2,fibroblast of arm,-0.010928044
RP11-569A11.2,A375,0.0067703524
RP11-569A11.2,HT-29,-9.33896e-05
RP11-569A11.2,PC-3,-0.0015193205
RP11-569A11.2,Karpas-422,0.00077835546
RP11-569A11.2,Oci-Ly-7,-0.003642285
RP11-569A11.2,SJCRH30,-0.00022643292
RP11-569A11.2,neural cell,-0.0024870338
RP11-569A11.2,umbilical cord,-0.0005209435
RP11-569A11.2,pericyte cell,-0.00019400948
RP11-569A11.2,melanocyte of skin,8.59913e-07
RP11-569A11.2,placental epithelial cell,-0.001090352
RP11-569A11.2,hair follicle dermal papilla cell,-0.0010931918
RP11-569A11.2,hematopoietic multipotent progenitor cell,-6.5784865e-05
RP11-569A11.2,vein endothelial cell,4.970213e-05
RP11-569A11.2,osteoblast,-0.024293521
RP11-569A11.2,articular chondrocyte of knee joint,-0.0006846534
RP11-569A11.2,thoracic aorta endothelial cell,-0.00034916704
RP11-569A11.2,fibroblast of the aortic adventitia,-0.0030879832
RP11-569A11.2,skeletal muscle satellite cell,0.00024109954
RP11-569A11.2,fibroblast of dermis,0.00045946447
RP11-569A11.2,mammary epithelial cell,0.0076071676
RP11-569A11.2,subcutaneous preadipocyte,-0.00662828
RP11-569A11.2,fibroblast of villous mesenchyme,-0.00014653667
RP11-569A11.2,endothelial cell of umbilical vein,-0.0019249095
RP11-569A11.2,fibroblast of lung,0.0063644336
RP11-569A11.2,keratinocyte,5.675416e-06
RP11-569A11.2,stomach,0.0011011285
RP11-569A11.2,dermis microvascular lymphatic vessel endothelial cell,0.0010896145
RP11-569A11.2,tongue,-0.00043733217
RP11-569A11.2,lung microvascular endothelial cell,-0.0018218441
RP11-569A11.2,liver,0.0014064763
RP11-569A11.2,smooth muscle cell of the coronary artery,-0.00030375333
RP11-569A11.2,aortic smooth muscle cell,0.0013497762
RP11-569A11.2,cerebellum,0.0017681016
RP11-569A11.2,occipital lobe,-3.4568926e-05
RP11-569A11.2,lung,-3.689075e-05
RP11-569A11.2,metanephros,-0.0021904854
RP11-569A11.2,bronchial smooth muscle cell,0.0004295487
RP11-569A11.2,spinal cord,-0.04106998
RP11-569A11.2,parietal lobe,-0.0024375042
RP11-569A11.2,diencephalon,-0.017749429
RP11-569A11.2,bronchial epithelial cell,0.0011855052
RP11-569A11.2,human nasal epithelial cells,0.0052057984
RP11-569A11.2,pulmonary artery endothelial cell,-0.0023443073
RP11-569A11.2,regular cardiac myocyte,0.0013286419
RP11-569A11.2,endothelial cell of coronary artery,-0.0013982945
RP11-569A11.2,skeletal muscle tissue,0.0013657555
RP11-569A11.2,skin of body,-0.00060972135
RP11-569A11.2,frontal cortex,-0.002769169
RP11-569A11.2,camera-type eye,0.0026819827
RP11-569A11.2,dermis lymphatic vessel endothelial cell,-0.008454108
RP11-569A11.2,smooth muscle cell of the umbilical artery,-0.00437145
RP11-569A11.2,tracheal epithelial cell,-0.00016631681
RP11-569A11.2,smooth muscle cell of trachea,-0.0010924173
RP11-569A11.2,renal cortical epithelial cell,2.0672078
RP11-569A11.2,dermis blood vessel endothelial cell,-0.033466738
RP11-569A11.2,heart,0.0016200265
RP11-569A11.2,thyroid gland,-0.00017293892
RP11-569A11.2,urinary bladder,-0.00067269494
RP11-569A11.2,temporal lobe,0.003018575
RP11-569A11.2,uterine smooth muscle cell,1.8917968e-05
RP11-569A11.2,epithelial cell of umbilical artery,0.0010306678
RP11-569A11.2,smooth muscle cell of the pulmonary artery,0.0040093586
RP11-569A11.2,smooth muscle cell of bladder,0.0004156222
RP11-569A11.2,bladder microvascular endothelial cell,-0.002166199
RP11-569A11.2,uterus,-0.00021972456
RP11-569A11.2,GM12878,-0.001534471
RP11-569A11.2,Universal_Human_Reference,0.0011997679
RP11-569A11.2,H1_Cell_Line,-0.003308782
RP11-569A11.2,H1_BMP4_Derived_Mesendoderm_Cultured_Cells,0.0026687647
RP11-569A11.2,H1_BMP4_Derived_Trophoblast_Cultured_Cells,0.0033358715
RP11-569A11.2,H1_Derived_Mesenchymal_Stem_Cells,0.0016000988
RP11-569A11.2,H1_Derived_Neuronal_Progenitor_Cultured_Cells,0.0026946857
RP11-569A11.2,hESC_Derived_CD184+_Endoderm_Cultured_Cells,-0.0011240864
RP11-569A11.2,hESC_Derived_CD56+_Ectoderm_Cultured_Cells,-0.0015965381
RP11-569A11.2,hESC_Derived_CD56+_Mesoderm_Cultured_Cells,0.0040061
RP11-569A11.2,HUES64_Cell_Line,-0.0006067964
RP11-569A11.2,4star,-0.0027832123
RP11-569A11.2,Breast_Myoepithelial_Cells,-0.0016423368
RP11-569A11.2,Breast_vHMEC,0.0050190003
RP11-569A11.2,CD4_Memory_Primary_Cells,0.010939171
RP11-569A11.2,CD4_Naive_Primary_Cells,0.00061745755
RP11-569A11.2,CD8_Naive_Primary_Cells,-0.0010873401
RP11-569A11.2,Mobilized_CD34_Primary_Cells_Female,0.007348474
RP11-569A11.2,Neurosphere_Cultured_Cells_Cortex_Derived,-0.0005726439
RP11-569A11.2,Neurosphere_Cultured_Cells_Ganglionic_Eminence_Derived,-0.0008269576
RP11-569A11.2,Penis_Foreskin_Fibroblast_Primary_Cells_skin01,-0.00014378467
RP11-569A11.2,Penis_Foreskin_Fibroblast_Primary_Cells_skin02,0.0017009372
RP11-569A11.2,Penis_Foreskin_Keratinocyte_Primary_Cells_skin02,-0.032685954
RP11-569A11.2,Penis_Foreskin_Keratinocyte_Primary_Cells_skin03,0.0010990663
RP11-569A11.2,Penis_Foreskin_Melanocyte_Primary_Cells_skin01,-0.00013991467
RP11-569A11.2,Penis_Foreskin_Melanocyte_Primary_Cells_skin03,0.00016681352
RP11-569A11.2,Peripheral_Blood_Mononuclear_Primary_Cells,-0.00021138217
RP11-569A11.2,Aorta,-0.000981839
RP11-569A11.2,Adult_Liver,-0.02114564
RP11-569A11.2,Brain_Germinal_Matrix,4.815506e-06
RP11-569A11.2,Brain_Hippocampus_Middle,0.0018357782
RP11-569A11.2,Esophagus,-0.0011283894
RP11-569A11.2,Fetal_Brain_Female,-0.008360262
RP11-569A11.2,Fetal_Intestine_Large,0.0013437624
RP11-569A11.2,Fetal_Intestine_Small,0.05887993
RP11-569A11.2,Pancreatic_Islets,-0.003964224
RP11-569A11.2,Gastric,-0.0018799629
RP11-569A11.2,Left_Ventricle,0.00086996984
RP11-569A11.2,Lung.1,-0.0006941169
RP11-569A11.2,Ovary.1,0.0011753665
RP11-569A11.2,Pancreas.1,-0.00013939867
RP11-569A11.2,Psoas_Muscle,-0.0011486993
RP11-569A11.2,Right_Atrium,-0.0016610184
RP11-569A11.2,Right_Ventricle,6.982327e-05
RP11-569A11.2,Sigmoid_Colon,-0.0020810284
RP11-569A11.2,Small_Intestine,0.003073665
RP11-569A11.2,Thymus,0.0018584509
RP11-569A11.2,Spleen.1,0.00467276
RP11-569A11.2,A549,-0.000511309
RP11-569A11.2,GM12878.1,0.0023896107
RP11-569A11.2,HELA,0.00040857293
RP11-569A11.2,HEPG2,0.0013875765
RP11-569A11.2,HMEC,0.00013706366
RP11-569A11.2,HSMM,-0.00055853574
RP11-569A11.2,HUVEC,0.0013221126
RP11-569A11.2,K562.1,-0.004382663
RP11-569A11.2,NHEK,0.0009739529
RP11-569A11.2,NHLF,0.0006030171
RP11-1023P17.2,Adipose_Subcutaneous,0.0003822668
RP11-1023P17.2,Adipose_Visceral_Omentum,0.0013853428
RP11-1023P17.2,Adrenal_Gland,0.00012966909
RP11-1023P17.2,Artery_Aorta,0.0027750211
RP11-1023P17.2,Artery_Coronary,0.001060571
RP11-1023P17.2,Artery_Tibial,-0.022140846
RP11-1023P17.2,Bladder,0.02221862
RP11-1023P17.2,Brain_Amygdala,-0.011953508
RP11-1023P17.2,Brain_Anterior_cingulate_cortex_BA24,-0.0007979622
RP11-1023P17.2,Brain_Caudate_basal_ganglia,-0.0051411116
RP11-1023P17.2,Brain_Cerebellar_Hemisphere,0.0036666503
RP11-1023P17.2,Brain_Cerebellum,0.0066102925
RP11-1023P17.2,Brain_Cortex,-0.008738883
RP11-1023P17.2,Brain_Frontal_Cortex_BA9,0.00020464484
RP11-1023P17.2,Brain_Hippocampus,0.0005502395
RP11-1023P17.2,Brain_Hypothalamus,7.2232533e-06
RP11-1023P17.2,Brain_Nucleus_accumbens_basal_ganglia,0.04432424
RP11-1023P17.2,Brain_Putamen_basal_ganglia,0.0008154832
RP11-1023P17.2,Brain_Spinal_cord_cervical_c1,-0.0036103018
RP11-1023P17.2,Brain_Substantia_nigra,-0.0038264384
RP11-1023P17.2,Breast_Mammary_Tissue,-0.0002819071
RP11-1023P17.2,Cells_EBV-transformed_lymphocytes,9.6994954e-05
RP11-1023P17.2,Cells_Transformed_fibroblasts,-0.0070399744
RP11-1023P17.2,Cervix_Ectocervix,-0.010047391
RP11-1023P17.2,Cervix_Endocervix,-0.010809692
RP11-1023P17.2,Colon_Sigmoid,0.0050328826
RP11-1023P17.2,Colon_Transverse,0.04112621
RP11-1023P17.2,Esophagus_Gastroesophageal_Junction,-0.0034571206
RP11-1023P17.2,Esophagus_Mucosa,0.014468341
RP11-1023P17.2,Esophagus_Muscularis,-0.0018749689
RP11-1023P17.2,Fallopian_Tube,0.0018613709
RP11-1023P17.2,Heart_Atrial_Appendage,0.003619646
RP11-1023P17.2,Heart_Left_Ventricle,-0.005664088
RP11-1023P17.2,Kidney_Cortex,0.0022256298
RP11-1023P17.2,Liver,-5.520749e-05
RP11-1023P17.2,Lung,-0.011358908
RP11-1023P17.2,Minor_Salivary_Gland,0.0016590223
RP11-1023P17.2,Muscle_Skeletal,0.0032588276
RP11-1023P17.2,Nerve_Tibial,0.00025915456
RP11-1023P17.2,Ovary,-0.034629017
RP11-1023P17.2,Pancreas,0.006138912
RP11-1023P17.2,Pituitary,-0.0011154807
RP11-1023P17.2,Prostate,-0.0006854277
RP11-1023P17.2,Skin_Not_Sun_Exposed_Suprapubic,0.0033159673
RP11-1023P17.2,Skin_Sun_Exposed_Lower_leg,-0.0004443856
RP11-1023P17.2,Small_Intestine_Terminal_Ileum,0.0035819039
RP11-1023P17.2,Spleen,0.0021976396
RP11-1023P17.2,Stomach,0.005807843
RP11-1023P17.2,Testis,-0.00065196154
RP11-1023P17.2,Thyroid,0.0045162393
RP11-1023P17.2,Uterus,0.012074452
RP11-1023P17.2,Vagina,-0.0067407605
RP11-1023P17.2,Whole_Blood,-0.00032912634
RP11-1023P17.2,cardiac ventricle fibroblast,0.00019518711
RP11-1023P17.2,hair follicular keratinocyte,0.0005880608
RP11-1023P17.2,airway epithelial cell,0.0010256838
RP11-1023P17.2,epithelial cell of proximal tubule,-0.0045613036
RP11-1023P17.2,pericardium fibroblast,0.009663772
RP11-1023P17.2,mesangial cell,0.0027508182
